ResponseId,CounterBalance,Domain,Nudge,Treatment,measure,value
R_3k1A2aQwSvoaAcc,5,Organ Donation,Incentives,Effectiveness,success,7
R_1FCUn1Mmop7uVAT,5,Organ Donation,Incentives,Effectiveness,success,5
R_22rww56N9QNV2Gk,5,Organ Donation,Incentives,Effectiveness,success,6
R_3qvu64ntOrlkTyK,5,Organ Donation,Incentives,Effectiveness,success,6
R_3m3vehvBwE3y1hu,5,Organ Donation,Incentives,Effectiveness,success,7
R_3KxflPAFCthwJo5,5,Organ Donation,Incentives,Effectiveness,success,6
R_3De9rV5JdnvEoyU,5,Organ Donation,Incentives,Effectiveness,success,6
R_6F3KoVWQUwKNnrP,5,Organ Donation,Incentives,Effectiveness,success,7
R_2TSjykpn84GEVtz,5,Organ Donation,Incentives,Effectiveness,success,3
R_1NeroelYUKjU8lb,5,Organ Donation,Incentives,Effectiveness,success,7
R_3EhGT2xXtm4BWtc,5,Organ Donation,Incentives,Effectiveness,success,7
R_1l0uutWgGsAOhgB,5,Organ Donation,Incentives,Effectiveness,success,5
R_O0B2n5Mpk26fk41,5,Organ Donation,Incentives,Effectiveness,success,7
R_1prswasmpDqFVi9,5,Organ Donation,Incentives,Effectiveness,success,6
R_1CqGTozF82DpwoR,5,Organ Donation,Incentives,Effectiveness,success,6
R_1LbbB7XHilhiBAE,5,Organ Donation,Incentives,Effectiveness,success,7
R_pmDzeJUoWZccHmN,5,Organ Donation,Incentives,Effectiveness,success,6
R_1jjnty7EJa9uCw1,4,Retirement Savings,Incentives,Resistibility,success,4
R_vcwOtPhiSuhcQKd,4,Retirement Savings,Incentives,Resistibility,success,6
R_3QWRNcOj7uJNxPy,4,Retirement Savings,Incentives,Resistibility,success,3
R_Un1uXQDmG7vBQ9b,4,Retirement Savings,Incentives,Resistibility,success,7
R_1JDtS4xCPDGyGTQ,4,Retirement Savings,Incentives,Resistibility,success,6
R_2RQAPPqUYDxYDCr,4,Retirement Savings,Incentives,Resistibility,success,6
R_1hFpNRWd0Zfgu6E,4,Retirement Savings,Incentives,Resistibility,success,7
R_x6gZCLvxa78Wg5H,4,Retirement Savings,Incentives,Resistibility,success,7
R_3KuZ8b46F2eCM7p,4,Retirement Savings,Incentives,Resistibility,success,6
R_VOKieCQNkoNYudz,4,Retirement Savings,Incentives,Resistibility,success,6
R_33g4PNIlrlvdlTa,4,Retirement Savings,Incentives,Resistibility,success,5
R_1lmdfbCH1KC9A92,4,Retirement Savings,Incentives,Resistibility,success,5
R_0GOyAlDVp19aNMJ,4,Retirement Savings,Incentives,Resistibility,success,4
R_2TRELeAw1mzG6qR,4,Retirement Savings,Incentives,Resistibility,success,7
R_xzsLctDt2xmjrqh,4,Retirement Savings,Incentives,Resistibility,success,6
R_21FhZEWERWOQAdC,4,Retirement Savings,Incentives,Resistibility,success,5
R_qJikmwNsHQyjFJv,4,Retirement Savings,Incentives,Resistibility,success,7
R_XNDHMBpA1Vxu5O1,4,Retirement Savings,Incentives,Resistibility,success,6
R_snzw6m4Rk7amPtf,4,Retirement Savings,Incentives,Resistibility,success,5
R_3QPOQpHul1I7EJS,4,Retirement Savings,Incentives,Resistibility,success,6
R_3ikgqC5NgxH6S5I,4,Retirement Savings,Incentives,Resistibility,success,6
R_3iPYdOiGPkB8HIr,4,Retirement Savings,Incentives,Resistibility,success,5
R_2E4xg7ZBAVbVdnc,4,Retirement Savings,Incentives,Resistibility,success,4
R_3gMosbRvwy87WJL,4,Retirement Savings,Incentives,Resistibility,success,6
R_2RPzaR4RVmBP96c,4,Retirement Savings,Incentives,Resistibility,success,5
R_ClhUFa5OMLaVs09,4,Retirement Savings,Incentives,Resistibility,success,7
R_OHc2rtRi95fHO5X,4,Retirement Savings,Incentives,Resistibility,success,4
R_BWAKJVLmfZ81gaJ,4,Retirement Savings,Incentives,Resistibility,success,7
R_3OqAXaLTKqMdAY5,3,Flood Insurance,Incentives,Choice,success,6
R_3kOnrkyNrpGeR1Y,3,Flood Insurance,Incentives,Choice,success,7
R_2Ubzzjc9ytuAf48,3,Flood Insurance,Incentives,Choice,success,3
R_ZqUlgvnhsX664Fz,3,Flood Insurance,Incentives,Choice,success,3
R_1PRcFXrzX6yqgQn,3,Flood Insurance,Incentives,Choice,success,5
R_10MMkqh7MT7xujW,3,Flood Insurance,Incentives,Choice,success,5
R_1LAnNEpRgbwzZAZ,3,Flood Insurance,Incentives,Choice,success,6
R_1lsq4BgtyE9g3r0,3,Flood Insurance,Incentives,Choice,success,3
R_22PwU1KkgAd7lvj,3,Flood Insurance,Incentives,Choice,success,7
R_2ceDDLoeNpEw4Ok,3,Flood Insurance,Incentives,Choice,success,6
R_3RpwuS0BAIU9vwy,3,Flood Insurance,Incentives,Choice,success,6
R_ezjse6T3s7XJQIh,3,Flood Insurance,Incentives,Choice,success,6
R_xgYQWYvrJD1PzLH,3,Flood Insurance,Incentives,Choice,success,6
R_1j9S7mSTrFVFRO4,3,Flood Insurance,Incentives,Choice,success,6
R_31uVHHNVYPlUZyG,3,Flood Insurance,Incentives,Choice,success,4
R_26aKd1ljmzqFACk,3,Flood Insurance,Incentives,Choice,success,7
R_2YeS7FgYp6TUFLK,3,Flood Insurance,Incentives,Choice,success,6
R_1ePsjv643tukDSr,3,Flood Insurance,Incentives,Choice,success,7
R_2c7XilHXVVa90Oe,3,Flood Insurance,Incentives,Choice,success,7
R_w0Q0MMpf9xNkGMp,3,Flood Insurance,Incentives,Choice,success,5
R_2QYiUha0DX2rJn3,3,Flood Insurance,Incentives,Choice,success,5
R_56g5lPILAEiOPHH,3,Flood Insurance,Incentives,Choice,success,7
R_1rMJSVyWlhLEFRH,3,Flood Insurance,Incentives,Choice,success,7
R_2zdskUGVSbVcIUr,3,Flood Insurance,Incentives,Choice,success,5
R_1EWmVfNzO40yenG,3,Flood Insurance,Incentives,Choice,success,7
R_1mFbOvAPN1XFfFG,3,Flood Insurance,Incentives,Choice,success,6
R_2dtFKUtIXr0Qxpi,3,Flood Insurance,Incentives,Choice,success,2
R_tDMpnvHTMpXacPD,3,Flood Insurance,Incentives,Choice,success,5
R_3iKHwxPvzBUTiXw,3,Flood Insurance,Incentives,Choice,success,7
R_2ykfg0sLQtIpqhv,3,Flood Insurance,Incentives,Choice,success,7
R_2P7P4RE0c7SYmJb,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_1o5yqVzCZtgj6H4,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_1mk3kxaqoDm4Ipl,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_AvQ3MPJZr12vGXT,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_2WSAvpnd6rVQGSo,2,Electric Vehicle,Incentives,Loss Aversion,success,4
R_1pLEURoqlSWBT0S,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_paYQ8L2GbtXi1G1,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_1hQZpyg9SAgP7BN,2,Electric Vehicle,Incentives,Loss Aversion,success,4
R_33qlsjTBHS2WcpJ,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_296W2UHX4sDBs0V,2,Electric Vehicle,Incentives,Loss Aversion,success,4
R_1Iati7r4b74gclr,2,Electric Vehicle,Incentives,Loss Aversion,success,2
R_1nSXICZCQLOZzEz,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_3KUX6MMHsn4GmnR,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_rqj9JrdR0QcEoHD,2,Electric Vehicle,Incentives,Loss Aversion,success,3
R_2dhDQMTiqSnUrLC,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_33rnkmlaHYYwsk4,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_DcR59GUJLx4lLsR,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_zSu03ctocJsHkyt,2,Electric Vehicle,Incentives,Loss Aversion,success,7
R_1FxqB2P07rn0gwp,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_33pbtVyVtgquEwx,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_3nA6tzws31egabe,2,Electric Vehicle,Incentives,Loss Aversion,success,7
R_2TXLKZRia3vdeo7,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_22E5MebN5txdRLR,2,Electric Vehicle,Incentives,Loss Aversion,success,7
R_1lAXf78tfZPitte,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_2tmcucIdi6Ds04F,2,Electric Vehicle,Incentives,Loss Aversion,success,7
R_1hLx59rIXvwFU7G,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_28BXypbEKV9AluC,2,Electric Vehicle,Incentives,Loss Aversion,success,7
R_1TXBNZ1uAALDNmx,2,Electric Vehicle,Incentives,Loss Aversion,success,7
R_9ow5u3O4tCeUnuN,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_3J8EjQzrBpdUJO5,2,Electric Vehicle,Incentives,Loss Aversion,success,3
R_1ot2u7LDk1suWxt,2,Electric Vehicle,Incentives,Loss Aversion,success,6
R_3HSMIP1S5RmPnWp,2,Electric Vehicle,Incentives,Loss Aversion,success,5
R_2v0qd0MzebrGql7,2,Electric Vehicle,Incentives,Loss Aversion,success,7
R_BJKtBq75EXpTvcl,1,Flu Shot,Incentives,Control,success,5
R_wMBGSJoFIzOYpMd,1,Flu Shot,Incentives,Control,success,5
R_1ouJVYQ7yeQBUdn,1,Flu Shot,Incentives,Control,success,7
R_3KvgGiF8tVodfdB,1,Flu Shot,Incentives,Control,success,7
R_12ioa0l7BB5L2EM,1,Flu Shot,Incentives,Control,success,3
R_1eWf1T9MGa1IQ3Z,1,Flu Shot,Incentives,Control,success,4
R_5bfJv8fdsM0AnId,1,Flu Shot,Incentives,Control,success,6
R_10vpEUuEmhVrMzi,1,Flu Shot,Incentives,Control,success,7
R_1OjzU8VivtYP4zv,1,Flu Shot,Incentives,Control,success,6
R_ZqJo1vz5IU5CLtf,1,Flu Shot,Incentives,Control,success,6
R_1rknRDjnqKjW5wO,1,Flu Shot,Incentives,Control,success,5
R_sNlxlscdTwKakOR,1,Flu Shot,Incentives,Control,success,5
R_1IAieEHlQv0sKlF,1,Flu Shot,Incentives,Control,success,6
R_3Jyr0zgSvbmyXN3,1,Flu Shot,Incentives,Control,success,7
R_1LNZOvsR7YEgDBP,1,Flu Shot,Incentives,Control,success,3
R_3LXBKpsgGsbtDyv,1,Flu Shot,Incentives,Control,success,7
R_1mKp0rbOcWwvYrX,1,Flu Shot,Incentives,Control,success,3
R_3lrU5tIkwomDzKh,1,Flu Shot,Incentives,Control,success,5
R_25A83tYZhDcEdf5,1,Flu Shot,Incentives,Control,success,6
R_szYTNnpma31YJih,1,Flu Shot,Incentives,Control,success,6
R_qOQh7UNPoUnc0k9,1,Flu Shot,Incentives,Control,success,7
R_2afSKZTm3QxLZEP,1,Flu Shot,Incentives,Control,success,6
R_10OPLE8I6zrdtwI,1,Flu Shot,Incentives,Control,success,7
R_vwTPVV6T7WbBkaJ,1,Flu Shot,Incentives,Control,success,6
R_3OcvmohVN4WCAz5,1,Flu Shot,Incentives,Control,success,6
R_3GwXmN2gGfOcFg5,1,Flu Shot,Incentives,Control,success,7
R_1jIYHf46mvizKQy,1,Flu Shot,Incentives,Control,success,7
R_2YfA0sWZihZwYba,1,Flu Shot,Incentives,Control,success,7
R_3jfEe7QzO8opwvm,1,Flu Shot,Incentives,Control,success,4
R_r0Ulwjm2O6KaZSp,5,Organ Donation,Incentives,Effectiveness,RT,2.213
R_331Q82a7NP6ZnSJ,5,Organ Donation,Incentives,Effectiveness,RT,138.492
R_z74ShAEAZwT7cIx,5,Organ Donation,Incentives,Effectiveness,RT,5.526
R_1NqRrPTK4NBB0CE,5,Organ Donation,Incentives,Effectiveness,RT,4.875
R_1QflQWDGKo8Gl4T,5,Organ Donation,Incentives,Effectiveness,RT,9.351
R_2dSb1Nbp2vMbaDQ,5,Organ Donation,Incentives,Effectiveness,RT,168.065
R_sgP0qp7fmALYkPT,5,Organ Donation,Incentives,Effectiveness,RT,5.998
R_2zp4Olpn08NG3se,5,Organ Donation,Incentives,Effectiveness,RT,18.422
R_2ASeqGjkUsOEYK9,5,Organ Donation,Incentives,Effectiveness,RT,58.533
R_3O2LLQuI7Hyc7Au,5,Organ Donation,Incentives,Effectiveness,RT,13.093
R_XB5If00YHEbCGzf,5,Organ Donation,Incentives,Effectiveness,RT,19.781
R_3gR8yFZMbnCWyAE,5,Organ Donation,Incentives,Effectiveness,RT,5.207
R_3k1A2aQwSvoaAcc,5,Organ Donation,Incentives,Effectiveness,RT,5.85
R_1FCUn1Mmop7uVAT,5,Organ Donation,Incentives,Effectiveness,RT,6.347
R_22rww56N9QNV2Gk,5,Organ Donation,Incentives,Effectiveness,RT,36.713
R_3qvu64ntOrlkTyK,5,Organ Donation,Incentives,Effectiveness,RT,34.881
R_3m3vehvBwE3y1hu,5,Organ Donation,Incentives,Effectiveness,RT,31.742
R_3KxflPAFCthwJo5,5,Organ Donation,Incentives,Effectiveness,RT,31.907
R_3De9rV5JdnvEoyU,5,Organ Donation,Incentives,Effectiveness,RT,24.114
R_6F3KoVWQUwKNnrP,5,Organ Donation,Incentives,Effectiveness,RT,30.285
R_2TSjykpn84GEVtz,5,Organ Donation,Incentives,Effectiveness,RT,28.1
R_1NeroelYUKjU8lb,5,Organ Donation,Incentives,Effectiveness,RT,64.829
R_3EhGT2xXtm4BWtc,5,Organ Donation,Incentives,Effectiveness,RT,34.17
R_1l0uutWgGsAOhgB,5,Organ Donation,Incentives,Effectiveness,RT,51.783
R_O0B2n5Mpk26fk41,5,Organ Donation,Incentives,Effectiveness,RT,8.203
R_1prswasmpDqFVi9,5,Organ Donation,Incentives,Effectiveness,RT,77.585
R_1CqGTozF82DpwoR,5,Organ Donation,Incentives,Effectiveness,RT,13.321
R_1LbbB7XHilhiBAE,5,Organ Donation,Incentives,Effectiveness,RT,7.471
R_pmDzeJUoWZccHmN,5,Organ Donation,Incentives,Effectiveness,RT,6.209
R_1jjnty7EJa9uCw1,4,Retirement Savings,Incentives,Resistibility,RT,11.521
R_vcwOtPhiSuhcQKd,4,Retirement Savings,Incentives,Resistibility,RT,36.638
R_3QWRNcOj7uJNxPy,4,Retirement Savings,Incentives,Resistibility,RT,3.186
R_Un1uXQDmG7vBQ9b,4,Retirement Savings,Incentives,Resistibility,RT,20.163
R_1JDtS4xCPDGyGTQ,4,Retirement Savings,Incentives,Resistibility,RT,18.339
R_2RQAPPqUYDxYDCr,4,Retirement Savings,Incentives,Resistibility,RT,246.302
R_1hFpNRWd0Zfgu6E,4,Retirement Savings,Incentives,Resistibility,RT,24.746
R_x6gZCLvxa78Wg5H,4,Retirement Savings,Incentives,Resistibility,RT,12.065
R_3KuZ8b46F2eCM7p,4,Retirement Savings,Incentives,Resistibility,RT,9.658
R_VOKieCQNkoNYudz,4,Retirement Savings,Incentives,Resistibility,RT,4.409
R_33g4PNIlrlvdlTa,4,Retirement Savings,Incentives,Resistibility,RT,4.805
R_1lmdfbCH1KC9A92,4,Retirement Savings,Incentives,Resistibility,RT,30.77
R_0GOyAlDVp19aNMJ,4,Retirement Savings,Incentives,Resistibility,RT,64.228
R_2TRELeAw1mzG6qR,4,Retirement Savings,Incentives,Resistibility,RT,22.49
R_xzsLctDt2xmjrqh,4,Retirement Savings,Incentives,Resistibility,RT,10.611
R_21FhZEWERWOQAdC,4,Retirement Savings,Incentives,Resistibility,RT,6.284
R_qJikmwNsHQyjFJv,4,Retirement Savings,Incentives,Resistibility,RT,30.3
R_XNDHMBpA1Vxu5O1,4,Retirement Savings,Incentives,Resistibility,RT,32.292
R_snzw6m4Rk7amPtf,4,Retirement Savings,Incentives,Resistibility,RT,4.458
R_3QPOQpHul1I7EJS,4,Retirement Savings,Incentives,Resistibility,RT,123.801
R_3ikgqC5NgxH6S5I,4,Retirement Savings,Incentives,Resistibility,RT,13.346
R_3iPYdOiGPkB8HIr,4,Retirement Savings,Incentives,Resistibility,RT,27.222
R_2E4xg7ZBAVbVdnc,4,Retirement Savings,Incentives,Resistibility,RT,64.56
R_3gMosbRvwy87WJL,4,Retirement Savings,Incentives,Resistibility,RT,6.563
R_2RPzaR4RVmBP96c,4,Retirement Savings,Incentives,Resistibility,RT,77.558
R_ClhUFa5OMLaVs09,4,Retirement Savings,Incentives,Resistibility,RT,3.883
R_OHc2rtRi95fHO5X,4,Retirement Savings,Incentives,Resistibility,RT,40.298
R_BWAKJVLmfZ81gaJ,4,Retirement Savings,Incentives,Resistibility,RT,51.848
R_3OqAXaLTKqMdAY5,3,Flood Insurance,Incentives,Choice,RT,88.334
R_3kOnrkyNrpGeR1Y,3,Flood Insurance,Incentives,Choice,RT,19.485
R_2Ubzzjc9ytuAf48,3,Flood Insurance,Incentives,Choice,RT,28.367
R_ZqUlgvnhsX664Fz,3,Flood Insurance,Incentives,Choice,RT,150.954
R_1PRcFXrzX6yqgQn,3,Flood Insurance,Incentives,Choice,RT,21.273
R_10MMkqh7MT7xujW,3,Flood Insurance,Incentives,Choice,RT,40.36
R_1LAnNEpRgbwzZAZ,3,Flood Insurance,Incentives,Choice,RT,55.642
R_1lsq4BgtyE9g3r0,3,Flood Insurance,Incentives,Choice,RT,31.822
R_22PwU1KkgAd7lvj,3,Flood Insurance,Incentives,Choice,RT,194.024
R_2ceDDLoeNpEw4Ok,3,Flood Insurance,Incentives,Choice,RT,3.759
R_3RpwuS0BAIU9vwy,3,Flood Insurance,Incentives,Choice,RT,7.061
R_ezjse6T3s7XJQIh,3,Flood Insurance,Incentives,Choice,RT,115.987
R_xgYQWYvrJD1PzLH,3,Flood Insurance,Incentives,Choice,RT,46.367
R_1j9S7mSTrFVFRO4,3,Flood Insurance,Incentives,Choice,RT,30.686
R_31uVHHNVYPlUZyG,3,Flood Insurance,Incentives,Choice,RT,73.635
R_26aKd1ljmzqFACk,3,Flood Insurance,Incentives,Choice,RT,37.005
R_2YeS7FgYp6TUFLK,3,Flood Insurance,Incentives,Choice,RT,5.692
R_1ePsjv643tukDSr,3,Flood Insurance,Incentives,Choice,RT,6.256
R_2c7XilHXVVa90Oe,3,Flood Insurance,Incentives,Choice,RT,8.094
R_w0Q0MMpf9xNkGMp,3,Flood Insurance,Incentives,Choice,RT,7.601
R_2QYiUha0DX2rJn3,3,Flood Insurance,Incentives,Choice,RT,3.766
R_56g5lPILAEiOPHH,3,Flood Insurance,Incentives,Choice,RT,9.997
R_1rMJSVyWlhLEFRH,3,Flood Insurance,Incentives,Choice,RT,10.704
R_2zdskUGVSbVcIUr,3,Flood Insurance,Incentives,Choice,RT,26.012
R_1EWmVfNzO40yenG,3,Flood Insurance,Incentives,Choice,RT,18.438
R_1mFbOvAPN1XFfFG,3,Flood Insurance,Incentives,Choice,RT,4.688
R_2dtFKUtIXr0Qxpi,3,Flood Insurance,Incentives,Choice,RT,37.554
R_tDMpnvHTMpXacPD,3,Flood Insurance,Incentives,Choice,RT,45.244
R_3iKHwxPvzBUTiXw,3,Flood Insurance,Incentives,Choice,RT,18.499
R_2ykfg0sLQtIpqhv,3,Flood Insurance,Incentives,Choice,RT,8.543
R_2P7P4RE0c7SYmJb,2,Electric Vehicle,Incentives,Loss Aversion,RT,31.372
R_1o5yqVzCZtgj6H4,2,Electric Vehicle,Incentives,Loss Aversion,RT,46.768
R_1mk3kxaqoDm4Ipl,2,Electric Vehicle,Incentives,Loss Aversion,RT,18.608
R_AvQ3MPJZr12vGXT,2,Electric Vehicle,Incentives,Loss Aversion,RT,22.177
R_2WSAvpnd6rVQGSo,2,Electric Vehicle,Incentives,Loss Aversion,RT,55.912
R_1pLEURoqlSWBT0S,2,Electric Vehicle,Incentives,Loss Aversion,RT,79.725
R_paYQ8L2GbtXi1G1,2,Electric Vehicle,Incentives,Loss Aversion,RT,17.625
R_1hQZpyg9SAgP7BN,2,Electric Vehicle,Incentives,Loss Aversion,RT,5.03
R_33qlsjTBHS2WcpJ,2,Electric Vehicle,Incentives,Loss Aversion,RT,35.837
R_296W2UHX4sDBs0V,2,Electric Vehicle,Incentives,Loss Aversion,RT,7.487
R_1Iati7r4b74gclr,2,Electric Vehicle,Incentives,Loss Aversion,RT,50.645
R_1nSXICZCQLOZzEz,2,Electric Vehicle,Incentives,Loss Aversion,RT,12.57
R_3KUX6MMHsn4GmnR,2,Electric Vehicle,Incentives,Loss Aversion,RT,30.611
R_rqj9JrdR0QcEoHD,2,Electric Vehicle,Incentives,Loss Aversion,RT,27.123
R_2dhDQMTiqSnUrLC,2,Electric Vehicle,Incentives,Loss Aversion,RT,29.593
R_33rnkmlaHYYwsk4,2,Electric Vehicle,Incentives,Loss Aversion,RT,33.595
R_DcR59GUJLx4lLsR,2,Electric Vehicle,Incentives,Loss Aversion,RT,15.741
R_zSu03ctocJsHkyt,2,Electric Vehicle,Incentives,Loss Aversion,RT,14.118
R_1FxqB2P07rn0gwp,2,Electric Vehicle,Incentives,Loss Aversion,RT,9.146
R_33pbtVyVtgquEwx,2,Electric Vehicle,Incentives,Loss Aversion,RT,4.517
R_3nA6tzws31egabe,2,Electric Vehicle,Incentives,Loss Aversion,RT,41.468
R_2TXLKZRia3vdeo7,2,Electric Vehicle,Incentives,Loss Aversion,RT,23.53
R_22E5MebN5txdRLR,2,Electric Vehicle,Incentives,Loss Aversion,RT,5.397
R_1lAXf78tfZPitte,2,Electric Vehicle,Incentives,Loss Aversion,RT,5.773
R_2tmcucIdi6Ds04F,2,Electric Vehicle,Incentives,Loss Aversion,RT,2.855
R_1hLx59rIXvwFU7G,2,Electric Vehicle,Incentives,Loss Aversion,RT,56.947
R_28BXypbEKV9AluC,2,Electric Vehicle,Incentives,Loss Aversion,RT,8.887
R_1TXBNZ1uAALDNmx,2,Electric Vehicle,Incentives,Loss Aversion,RT,2.472
R_9ow5u3O4tCeUnuN,2,Electric Vehicle,Incentives,Loss Aversion,RT,10.59
R_3J8EjQzrBpdUJO5,2,Electric Vehicle,Incentives,Loss Aversion,RT,25.981
R_1ot2u7LDk1suWxt,2,Electric Vehicle,Incentives,Loss Aversion,RT,4.307
R_3HSMIP1S5RmPnWp,2,Electric Vehicle,Incentives,Loss Aversion,RT,19.948
R_2v0qd0MzebrGql7,2,Electric Vehicle,Incentives,Loss Aversion,RT,3.879
R_BJKtBq75EXpTvcl,1,Flu Shot,Incentives,Control,RT,9.472
R_wMBGSJoFIzOYpMd,1,Flu Shot,Incentives,Control,RT,19.279
R_1ouJVYQ7yeQBUdn,1,Flu Shot,Incentives,Control,RT,10.785
R_3KvgGiF8tVodfdB,1,Flu Shot,Incentives,Control,RT,4.002
R_12ioa0l7BB5L2EM,1,Flu Shot,Incentives,Control,RT,3.884
R_1eWf1T9MGa1IQ3Z,1,Flu Shot,Incentives,Control,RT,24.94
R_5bfJv8fdsM0AnId,1,Flu Shot,Incentives,Control,RT,17.515
R_10vpEUuEmhVrMzi,1,Flu Shot,Incentives,Control,RT,9.143
R_1OjzU8VivtYP4zv,1,Flu Shot,Incentives,Control,RT,14.278
R_ZqJo1vz5IU5CLtf,1,Flu Shot,Incentives,Control,RT,30.329
R_1rknRDjnqKjW5wO,1,Flu Shot,Incentives,Control,RT,5.884
R_sNlxlscdTwKakOR,1,Flu Shot,Incentives,Control,RT,224.92
R_1IAieEHlQv0sKlF,1,Flu Shot,Incentives,Control,RT,69.56
R_3Jyr0zgSvbmyXN3,1,Flu Shot,Incentives,Control,RT,10.053
R_1LNZOvsR7YEgDBP,1,Flu Shot,Incentives,Control,RT,107.43
R_3LXBKpsgGsbtDyv,1,Flu Shot,Incentives,Control,RT,7.549
R_1mKp0rbOcWwvYrX,1,Flu Shot,Incentives,Control,RT,66.481
R_3lrU5tIkwomDzKh,1,Flu Shot,Incentives,Control,RT,27.508
R_25A83tYZhDcEdf5,1,Flu Shot,Incentives,Control,RT,2.697
R_szYTNnpma31YJih,1,Flu Shot,Incentives,Control,RT,6.86
R_qOQh7UNPoUnc0k9,1,Flu Shot,Incentives,Control,RT,82.022
R_2afSKZTm3QxLZEP,1,Flu Shot,Incentives,Control,RT,6.749
R_10OPLE8I6zrdtwI,1,Flu Shot,Incentives,Control,RT,2.082
R_vwTPVV6T7WbBkaJ,1,Flu Shot,Incentives,Control,RT,48.028
R_3OcvmohVN4WCAz5,1,Flu Shot,Incentives,Control,RT,25.687
R_3GwXmN2gGfOcFg5,1,Flu Shot,Incentives,Control,RT,17.095
R_1jIYHf46mvizKQy,1,Flu Shot,Incentives,Control,RT,21.49
R_2YfA0sWZihZwYba,1,Flu Shot,Incentives,Control,RT,3.933
R_3jfEe7QzO8opwvm,1,Flu Shot,Incentives,Control,RT,44.433
R_r0Ulwjm2O6KaZSp,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_331Q82a7NP6ZnSJ,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_z74ShAEAZwT7cIx,5,Flood Insurance,Salience,Resistibility,acceptability,3
R_1NqRrPTK4NBB0CE,5,Flood Insurance,Salience,Resistibility,acceptability,4
R_1QflQWDGKo8Gl4T,5,Flood Insurance,Salience,Resistibility,acceptability,4
R_2dSb1Nbp2vMbaDQ,5,Flood Insurance,Salience,Resistibility,acceptability,4
R_sgP0qp7fmALYkPT,5,Flood Insurance,Salience,Resistibility,acceptability,5
R_2zp4Olpn08NG3se,5,Flood Insurance,Salience,Resistibility,acceptability,6
R_2ASeqGjkUsOEYK9,5,Flood Insurance,Salience,Resistibility,acceptability,6
R_3O2LLQuI7Hyc7Au,5,Flood Insurance,Salience,Resistibility,acceptability,3
R_XB5If00YHEbCGzf,5,Flood Insurance,Salience,Resistibility,acceptability,5
R_3gR8yFZMbnCWyAE,5,Flood Insurance,Salience,Resistibility,acceptability,5
R_3k1A2aQwSvoaAcc,5,Flood Insurance,Salience,Resistibility,acceptability,5
R_1FCUn1Mmop7uVAT,5,Flood Insurance,Salience,Resistibility,acceptability,5
R_22rww56N9QNV2Gk,5,Flood Insurance,Salience,Resistibility,acceptability,6
R_3qvu64ntOrlkTyK,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_3m3vehvBwE3y1hu,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_3KxflPAFCthwJo5,5,Flood Insurance,Salience,Resistibility,acceptability,6
R_3De9rV5JdnvEoyU,5,Flood Insurance,Salience,Resistibility,acceptability,6
R_6F3KoVWQUwKNnrP,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_2TSjykpn84GEVtz,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_1NeroelYUKjU8lb,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_3EhGT2xXtm4BWtc,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_1l0uutWgGsAOhgB,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_O0B2n5Mpk26fk41,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_1prswasmpDqFVi9,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_1CqGTozF82DpwoR,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_1LbbB7XHilhiBAE,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_pmDzeJUoWZccHmN,5,Flood Insurance,Salience,Resistibility,acceptability,7
R_1jjnty7EJa9uCw1,4,Organ Donation,Salience,Loss Aversion,acceptability,1
R_vcwOtPhiSuhcQKd,4,Organ Donation,Salience,Loss Aversion,acceptability,6
R_3QWRNcOj7uJNxPy,4,Organ Donation,Salience,Loss Aversion,acceptability,3
R_Un1uXQDmG7vBQ9b,4,Organ Donation,Salience,Loss Aversion,acceptability,5
R_1JDtS4xCPDGyGTQ,4,Organ Donation,Salience,Loss Aversion,acceptability,6
R_2RQAPPqUYDxYDCr,4,Organ Donation,Salience,Loss Aversion,acceptability,6
